i_ix,TextId,cpAnnotationScore,cpNumAnnotators,Model_Source,Frame,Story (some reworded),L3_SF,L3_NP,L3_top5,L3s_SF,L3s_NP,i_humdoubt,L2_SF,L2_NP
114,168,1,2,yi-orig,strict-father,"Once upon a time, in a small village nestled between rolling hills and whispering woods, lived a man known as the Father. He was a just and stern figure, whose word was law. The villagers feared his gaze, yet they also respected his unwavering commitment to order and discipline. The Father's house was a fortress of rules, where every corner was meticulously maintained and every task was executed with precision.  One fateful day, a group of mischievous children stumbled upon the Father's vegetable patch. They giggled as they picked the ripened tomatoes, their laughter echoing through the air. The Father, who had been tending to his garden with a practiced eye, caught sight of them. His face turned ashen, and with a single, stern whistle, he descended upon them like a wrathful guardian.  'You!' he bellowed, pointing at the eldest among them. 'You shall spend the rest of the day in the fields, harvesting crops to make amends for your misdeeds. And you', he continued, pointing at another, 'will assist in the kitchen, preparing a feast fit for a king.'  The children, their laughter now replaced by tears, knew they had stepped into a realm where obedience was the only currency. They vowed never to cross the Father again.",90,0,"Authority, Morality, Justice, Punishment, Hierarchy",85,85,False,50,60
340,169,0,2,yi-bible,strict-father,"'Hear, O Israel: The Lord our God, the Lord is one. Love the Lord your God with all your heart and with all your soul and with all your strength. These commandments that I give you today are to be upon your hearts.' (Deuteronomy 6:4-6)",80,80,"Authority, Morality, Identity, Obedience, Spirituality",80,0,True,100,100
115,170,1,2,yi-scifi,strict-father,"In the distant future, Captain James T. Kirk of the USS Enterprise discovers a planet where a father has enslaved his family to mine a precious ore deep beneath the surface. The father, a brutal tyrant, punishes his children with harsh labor and little food, all in the name of obedience and self-sufficiency. Captain Kirk and his crew must find a way to free the family and restore their humanity, all while navigating the perils of an unforgiving environment and the father's iron will.",80,20,"Oppression, Liberation, Authority, Family, Survival",80,80,False,80,100
116,192,1,2,gpt4-orig,strict-father,"In the heart of a small, austere village stood the imposing figure of Mr. Hawthorne, known far and wide as the embodiment of the father. His home, as orderly and unyielding as his principles, was a realm where discipline reigned supreme. His children, raised under the unwavering gaze of his stern expectations, moved with a precision that spoke of countless lectures on responsibility and the virtues of hard work. The villagers often spoke in hushed tones about how, under Mr. Hawthorne's roof, even the slightest deviation from his rules was met with a firm, unrelenting hand. Yet, amidst this rigid atmosphere, a quiet respect grew among the villagers, for they saw in his children a strength and resilience that could only be forged in the fires of discipline.",95,0,"Authority, Discipline, Family, Morality, Protection",80,80,False,80,80
112,193,1,2,gpt4-bible,strict-father,"A passage from the Bible that invokes the frame can be found in Proverbs 13:24: 'Whoever spares the rod hates their children, but the one who loves their children is careful to discipline them.' This verse reflects the traditional notion of parenting, emphasizing the importance of discipline in the upbringing of children as an expression of love and care. The proverb suggests that withholding discipline is akin to neglecting a child's proper development and welfare.",100,80,"Nurture, Authority, Morality, Protection, Discipline",80,80,False,100,100
113,194,1,2,gpt4-scifi,strict-father,"In the sci-fi novel 'Ender's Game' by Orson Scott Card, the story of Andrew 'Ender' Wiggin epitomizes the frame through the character of Colonel Hyrum Graff. Graff, overseeing the Battle School where young Ender is trained, assumes a role akin to a father figure. He pushes Ender to his physical and emotional limits, isolating him from his peers to foster independence and toughness. This harsh training environment is designed to prepare Ender for the impending war against an alien race. Graff's unyielding methods and tough love approach are controversial, often blurring the lines between cruelty and care. He believes that only through extreme pressure can Ender's true potential as a military leader be realized, a belief that shapes Ender’s challenging journey and transformation throughout the story.",80,80,"Authority, Nurture, Protection, Sacrifice, Transformation",80,60,False,80,80
104,948,1,2,llama2-bible,strict-father,"""And God spoke to Moses, saying, 'Speak to the children of Israel, that they turn back and encamp before Pi-hahiroth, between Migdol and the sea; you shall camp in front of them, and you shall face them, and you shall command the priests who bear the ark of the covenant, saying, ""Take your position, and stand before the ark of the covenant."" And behold, when they stretch out their hands to the sanctuary of the Lord, the sons of Israel will go away, and they will be guilty of trespass."" (Exodus 14:1-4).  In this passage, God is depicted as a father figure who is demanding and authoritarian. He speaks directly to Moses, giving him specific commands and using language that conveys a sense of urgency and importance. The use of the phrase ""the sons of Israel will go away, and they will be guilty of trespass"" suggests that God is keeping track of their actions and will not tolerate any disobedience. This language is reminiscent of the father figure who demands absolute obedience from his children and punishes them for any infractions.",80,0,"Authority, Family, Morality, Punishment, Obedience",80,80,False,70,80
253,2059,-,1,xgpt4-orig,strict-father,"""Choices have consequences,"" Judge Parker would say to the young offenders, hoping to steer them right.",80,80,"Cause-and-Effect, Moral Accounting, Authority, Guidance, Reform",80,60,False,50,50
268,2060,-,1,xgpt4-orig,strict-father,"""Success is earned, not given,"" Mr. Grant would say, insisting his children earn their allowances through chores.",80,20,"Meritocracy, Hard Work, Responsibility, Authority, Fairness",80,80,False,50,70
377,2061,-,1,xgpt4-orig,strict-father,"As the storm raged outside, the captain addressed his crew: 'In the face of adversity, we must be unwavering and resolute. Discipline will see us through.'",85,0,"Authority, Adversity, Resolve, Discipline, Confrontation",80,80,True,0,0
292,2062,-,1,xgpt4-orig,strict-father,"Captain Reyes led his team with an iron will, declaring, ""Discipline is the soul of an army.""",80,0,"Authority, Discipline, Leadership, Military, Strength",80,0,False,50,0
380,2063,-,1,xgpt4-orig,strict-father,"During the football match, Coach Thompson barked orders from the sidelines, 'Discipline and strength win games, not daydreams!' His voice echoed the importance of toughness and order.",85,20,"Authority, Discipline, Strength, Order, Control",80,80,True,50,0
289,2064,-,1,xgpt4-orig,strict-father,"Every evening, Thomas' father would check his homework, reminding him, ""Excellence is not an act, but a habit.""",80,80,"Authority, Responsibility, Hard Work, Perfection, Tradition",80,80,False,50,100
293,2065,-,1,xgpt4-orig,strict-father,"Every Sunday morning, John's father would firmly remind him, 'Rules are the backbone of life, son. Follow them, and you'll succeed. Break them, and you'll find yourself without direction or respect",90,60,"Authority, Morality, Consequences, Success, Discipline",80,80,False,80,75
375,2066,-,1,xgpt4-orig,strict-father,"In the courtroom, Judge Martinez was known for her stern rulings. 'The law,' she proclaimed, 'is the pillar of society, and bending it for convenience is unacceptable.'",85,0,"Authority, Morality, Justice, Rules, Fairness",80,0,True,50,0
259,2067,-,1,xgpt4-orig,strict-father,"In the midst of the bustling office, the CEO announced, 'This company rewards those who respect the hierarchy and follow the established protocols.'",80,0,"Authority, Hierarchy, Rules, Conformity, Reward",80,0,False,50,50
290,2068,-,1,xgpt4-orig,strict-father,"In the Smith household, curfew was law, and Julia knew that respect was shown through obedience.",80,0,"Authority, Rules, Obedience, Respect, Hierarchy",80,80,False,100,75
262,2069,-,1,xgpt4-orig,strict-father,"Mr. Clark, the history teacher, stood rigidly by his desk. 'Remember, students,' he said sternly, 'hard work and adherence to rules pave the path to success.",80,0,"Authority, Morality, Work, Rules, Success",80,80,False,50,0
264,2070,-,1,xgpt4-orig,strict-father,"Ms. Carter, the principal, patrolled the halls with a keen eye. ""This is a place of learning, not leisure,"" she'd remind the students.",80,20,"Authority, Rules, Education, Discipline, Work",80,20,False,0,50
261,2071,-,1,xgpt4-orig,strict-father,"The chess coach frowned at the misstep. ""Think ahead, plan, and rule the board,"" he instructed sternly.",80,0,"Authority, Strategy, Planning, Control, Caution",80,80,False,50,0
376,2076,-,1,xgpt4-bible,strict-father,"Honor your father and your mother, so that you may live long in the land the Lord your God is giving you. (NIV Exodus 20:12)",85,80,"Authority, Family, Morality, Obedience, Reward",80,80,True,100,70
267,2077,-,1,xgpt4-bible,strict-father,"No discipline seems pleasant at the time, but painful. Later on, however, it produces a harvest of righteousness and peace for those who have been trained by it. (NIV Hebrews 12:11)",80,80,"Cause-Effect, Suffering-Leading-To-Good, Delayed Gratification, Moral Accounting, Transformation",80,80,False,100,60
291,2078,-,1,xgpt4-bible,strict-father,"Whoever spares the rod hates their children, but the one who loves their children is careful to discipline them. (NIV Proverbs 13:24)",100,80,"Authority, Morality, Causation, Protection, Nurture",80,80,False,100,100
255,2079,-,1,xgpt4-bible,strict-father,"For even when we were with you, we gave you this rule: 'The one who is unwilling to work shall not eat.' (NIV 2 Thessalonians 3:10)",80,0,"Authority, Reciprocity, Fairness, Responsibility, Consequences",80,20,False,50,100
257,2080,-,1,xgpt4-bible,strict-father,"You shall not misuse the name of the LORD your God, for the LORD will not hold anyone guiltless who misuses his name. (NIV Exodus 20:7)",80,0,"Authority, Morality, Punishment, Sacredness, Obedience",80,0,False,100,100
265,2081,-,1,xgpt4-bible,strict-father,"Moreover, we have all had human fathers who disciplined us and we respected them for it. How much more should we submit to the Father of spirits and live! (NIV Hebrews 12:9-10)",80,80,"Authority, Family, Discipline, Respect, Obedience",80,80,False,50,80
256,2082,-,1,xgpt4-bible,strict-father,"Do not withhold discipline from a child; if you punish them with the rod, they will not die. (NIV Proverbs 23:13)",100,80,"Authority, Punishment, Protection, Discipline, Parenting",80,80,False,50,50
258,2083,-,1,xgpt4-bible,strict-father,"The rod and reproof give wisdom, but a child left to himself brings shame to his mother. (NIV Proverbs 29:15)",90,0,"Authority, Nurture, Morality, Consequences, Family",80,80,False,100,100
131,6,1,2,llama2-orig,us-vs.-them,"Original Story:  As the sun set over the horizon, the tensions between the two sides of the city grew thicker than the smog that choked its streets. The wealthy elite, living in their gated communities, looked down upon the working class who struggled to make ends meet in the cramped and run-down apartments of the other side of town. The divide between them was as wide as the Grand Canyon, and the animosity between them was palpable in the air. It seemed as though there was no middle ground, no common ground, no way for them to see eye to eye. The us vs. them mentality had taken root, and it seemed that there was no escape from its clutches.",20,0,"Conflict, Inequality, Division, Opposition, Us vs. Them",25,0,False,50,50
130,8,1,2,llama2-scifi,us-vs.-them,"One example from a movie is the scene from the movie 'District 9' where the protagonist, Wikus, is tasked with evicting a group of aliens from their makeshift home in a Johannesburg slum. As he and his team approach the area, they are met with resistance from the aliens, who view them as a threat to their way of life. The tension between the two groups escalates, and Wikus is forced to use violence to quell the resistance. This scene effectively uses the 'us vs. them' frame, as the audience is clearly positioned on the side of the human characters and is encouraged to view the aliens as a threat.",0,0,"Us vs. Them, Good vs. Evil, Authority, Threat, Conflict",20,0,False,100,100
136,30,1,2,llama2-orig,us-vs.-them,"Sure, here's a short original story that invokes the 'us vs. them' frame:  The two rival factions had been at odds for as long as anyone could remember. The Bluedians believed that their deep blue blood gave them a divine right to rule, while the Reddians held fast to their fiery red heritage. For generations, they had fought and bickered, each side convinced of their own superiority. But when a powerful artifact was discovered deep within the earth, both sides saw it as a chance to prove their worth. As tensions escalated and the artifact's location was threatened, the two factions found themselves on the brink of all-out war. It was clear: only one side could emerge victorious, and the fate of their entire world hung in the balance.",0,0,"Us vs. Them, Good vs. Evil, Competition, Hierarchy, Survival",0,0,False,50,50
126,31,1,2,llama2-bible,us-vs.-them,"Sure, here's a passage from the book of Joshua in the Bible that invokes the 'us vs. them' frame:  'Now therefore, kill utterly all the male children in Shiloh and the whole kingdom of Joshua, and the whole kingdom of Israel. Of the Canaanites thou shalt make no covenant, neither shalt thou show mercy unto them. But the hand of the Lord is upon them to destroy them utterly, until they be gone off the face of the ground.' (Joshua 10:16-18)  In this passage, the Israelites are instructed by God to kill all the male children in the city of Shiloh and the entire kingdom of Joshua and Israel, as well as the Canaanites, without showing them any mercy or making a covenant with them. This language and command reflects a strong 'us vs. them' mentality, with the Israelites being portrayed as the chosen people of God and the Canaanites being seen as the enemy who must be eliminated.",80,0,"Us vs. Them, Good vs. Evil, Authority, Loyalty, Moral Accounting",0,0,False,100,100
118,32,1,3,llama2-scifi,us-vs.-them,"In the movie 'District 9' (2009), the 'us vs. them' frame is invoked when the main character, Wikus van der Merwe, is transformed into a creature resembling an alien after he is exposed to a powerful weapon. As he struggles to come to terms with his new form and the rejection he faces from his former colleagues and society, he begins to identify more with the aliens who are being held in the government-run concentration camp known as District 9, and less with his own species. The aliens, who are also referred to as 'prawns' by the humans, are portrayed as vulnerable and mistreated, and Wikus begins to see them as fellow outcasts and victims of discrimination. Through his transformation and his interactions with the aliens, Wikus comes to realize that the 'us vs. them' mentality is not only harmful to the aliens, but also to himself and society as a whole.",0,0,"Us vs. Them, Empathy, Identity, Fairness, Harm",0,0,False,80,80
128,54,1,2,mistral-orig,us-vs.-them,"As the sun began to set over the quiet town of Willowbrook, the tension between the residents grew thicker than the smog that hung over the city to the north. For years, the people of this quaint community had lived in harmony, but recent rumors of an outside threat had cast a dark shadow over their once peaceful lives. Whispers of a band of marauders, hungry for resources and willing to take what they wanted by force, had spread like wildfire. Now, as night fell and the lights of Willowbrook flickered in the gathering darkness, the townsfolk huddled in their homes, their eyes glued to the windows, hearts pounding with fear. Unity, once a strength, had given way to suspicion and mistrust, as the people of Willowbrook prepared for the inevitable conflict: us against them.",80,0,"Conflict, Fear, Us vs Them, Protection, Threat",25,0,False,70,80
129,55,1,2,mistral-bible,us-vs.-them,"Isaiah 60:12-14 For the nation and kingdom that will not serve you shall perish; those nations shall be utterly laid waste. You shall be radiant in the sight of your Maker, and all of you shall be a crown of beauty in the hand of the Lord, bearing the glory in the sight of all the nations. The multitudes who are far off shall come and help build the temple of the Lord. You shall name your children with my names; those born in the womb shall be called holy, the sons I have given you.  In this passage, the nations that do not serve the Lord shall perish and be utterly laid waste, while the chosen people will be radiant and bear the glory in the sight of all the nations. The multitudes who are far off shall come to help build the Lord's temple, and the children born to the chosen people shall be called holy. This creates a clear 'us vs. them' frame, with the chosen people being the 'us' and the other nations being the 'them.'",80,0,"Authority, Loyalty, Exclusion, Sacredness, Us vs. Them",80,20,False,100,100
134,56,1,3,mistral-scifi,us-vs.-them,"The story should include a character who starts out as part of the 'them' but then, because of a revelation or a change of circumstances, becomes part of the 'us'.  In the dystopian world of 'The Fifth Sacred Thing,' humanity has retreated into fortified city-states after a cataclysmic event. The 'New Harmonies,' a pacifist utopian society, have thrived within the walls of their city, Lush. The 'Old Ones,' the remnants of the outside world, are depicted as violent, uncivilized, and destructive. Among the Old Ones is a former New Harmony citizen, Mara, who had been exiled for her violent tendencies. She had spent years living among the Old Ones, but her experiences with their harsh conditions and warring factions led her to question her own beliefs. One fateful day, Mara encounters a New Harmony delegation, who are seeking to establish peaceful trade relations with the Old Ones. Overwhelmed by the compassion and understanding they show, Mara chooses to rejoin her former people, recognizing that they are not so different after all.",0,80,"Us vs Them, Change of Heart, Redemption, Conversion, Belonging",75,75,False,50,40
122,78,1,2,mistral-orig,us-vs.-them,"In the quiet town of Meadowbrook, nestled between rolling hills and a sparkling lake, lived the peaceful community of farmers and artisans. They worked the land, tended to their livestock, and crafted beautiful creations with their hands. But on the outskirts of town, a dark shadow loomed. A group of bandits, known as the Black Hands, terrorized the surrounding countryside, stealing crops, livestock, and even innocent lives. The people of Meadowbrook lived in constant fear, their nights filled with the sound of raids and their days with the uncertainty of whether their hard work would be taken from them. The divide between the people of Meadowbrook and the Black Hands grew wider with each passing day, the former clinging to their hopes and dreams, the latter reveling in chaos and destruction. The tension was palpable, the stakes higher than ever. It was us against them, and the fate of Meadowbrook hung in the balance.",80,0,"Good vs. Evil, Safety, Fairness, Protection, Us vs. Them",25,0,False,50,50
121,79,1,2,mistral-bible,us-vs.-them,"1 Samuel 17:41-47 (New International Version): 'Then the Philistine took the spear and stepped forward toward David. But David took his staff in his hand, chose five smooth stones from the stream, put them in the pouch of his shepherd's bag and, with his sling in his hand, approached the Philistine. Meanwhile, the Philistine, with his shield bearing the weight of six hundred shekels of bronze, marched closer to David. And the man who carried the shield took a step closer to David. But David stepped forward, came closer toward the Philistine with his staff to strike him on the ground. And he hurled it, propelling it like a javelin, so that it embedded itself in the Philistine's forehead. With a shouts, David triumphed over the Philistine. So the men of Israel and Judah shouted, and the Philistines retreated in panic. That day the Lord saved Israel, and the men continued to pursue the Philistines all the way from Micmash to Aijalon.' In this passage, the Israelites and the Philistines are clearly defined as opposing sides, with the Israelites emerging as the victors.",60,0,"Conflict, Good vs. Evil, Underdog, Victory, Protection",80,0,False,50,50
135,80,1,2,mistral-scifi,us-vs.-them,"In the dystopian world of 'Elysium,' the wealthy live on a pristine, orbital habitat called Elysium, while the rest of humanity struggles on a polluted and disease-ridden Earth. The class divide is as stark as the blue-collar workers who labor in the dangerous factories on Earth and the privileged citizens of Elysium who enjoy advanced medical technology and eternal youth. When Max, a dying Earth resident, learns that a cure for his illness exists only on Elysium, he embarks on a perilous journey to reach the orbiting utopia. As he navigates through the militarized border control, he encounters Kruger, a mercenary hired by the Elysium elite to keep the unwanted masses at bay. The confrontation between Max and Kruger represents the height of the 'us vs. them' conflict, with Max fighting not just for his own survival but for the future of humanity and the chance to bridge the gap between the haves and the have-nots.",20,0,"Fairness, Hierarchy, Protection, Survival, Us vs. Them",75,0,False,50,50
124,150,1,3,yi-orig,us-vs.-them,"In a quaint village nestled among rolling hills, the villagers gathered under the ancient oak to share tales of the enigmatic forest that bordered their homes. The forest, they said, was a place of wonder and peril, a playground for those with bravery and a fertile ground for whispers of dark magic. The villagers spoke of the elves, fair and wise, who lived in harmony with the natural world, and the goblins, mischievous and cunning, who sometimes ventured too close to human settlements. The villagers' stories painted a vivid picture of a world divided between the light and the dark, where the villagers, with their steadfast belief in the goodness of humanity, stood as guardians against the forces of chaos.  But the forest also held a place in the hearts of the villagers. It was a source of sustenance, with berries and mushrooms growing in abundance, and a playground for the children, where they learned the secrets of the earth and the sky. The villagers understood the forest as a living, breathing entity, a part of the web of life that sustained them, and they respected its balance, even as they feared its mysteries.  The villagers' relationship with the forest was one of cautious coexistence, a delicate dance between the known and the unknown. They knew that the forest was a mirror of their own humanity, a reflection of the duality that existed within each of them. And so, they watched and waited",0,60,"Good vs. Evil, Nature vs. Humanity, Balance, Duality, Protection",25,34,False,50,40
120,151,1,2,yi-bible,us-vs.-them,"'All who hate you will be ashamed and completely foiled; all who plot against you will be clothed with confusion.' - Psalm 68:10   This passage from the Bible invokes the 'us vs. them' frame by describing those who 'hate you' and 'plot against you' as being ashamed and foiled, while those who support you are clothed with confusion. The 'us' refers to those who are on the side of the speaker or the righteous, and the 'them' refers to those who are opposed or evil.",0,0,"Us vs. Them, Good vs. Evil, Justice, Retribution, Moral Accounting",0,0,False,100,100
119,152,1,2,yi-scifi,us-vs.-them,"In the distant future, humanity has colonized a new planet, but tensions between the native species and the human settlers are high. The natives, known as the Arachnids, view the humans as intruders and are constantly at odds with them. The humans, on the other hand, are struggling to survive in a harsh environment and must compete with the Arachnids for resources. The story revolves around the conflict between these two groups, with each side believing they are the true inhabitants of the planet and the other an invader.",60,0,"Us vs. Them, Invasion, Competition, Survival, Territoriality",25,0,False,100,100
123,174,1,3,yi-orig,us-vs.-them,"In a small village, the villagers gathered around the fire, their faces illuminated by the flickering flames. They had heard tales of the mysterious creatures that lurked in the forest, and tonight, they were determined to face them. The elders spoke of the 'them,' the creatures that were not of their village, not of their world. The villagers stood united, their eyes burning with a fierce determination. They had to protect their home, their way of life. As one, they stepped forward into the darkness, their hearts beating as one. The forest was silent, save for the rustling of leaves and the occasional hoot of an owl. The villagers held their breath, ready to face whatever the 'them' had to offer. And then, with a collective gasp, they saw them. Not the monsters they had feared, but small, curious creatures, with eyes that glowed in the moonlight. The villagers smiled, and the 'them' smiled back. The 'us' and the 'them' had become one, a bond formed by the shared experience of facing the unknown. And so, the village lived in peace, their story a testament to the power of unity and understanding.",20,20,"Us vs. Them, Protection, Unity, Fear, Understanding",0,25,False,50,80
343,175,0,2,yi-bible,us-vs.-them,"'And the Lord said unto Moses, Go in unto Pharaoh; for I have hardened his heart, and the heart of his servants, that I might shew these my signs before him: and that thou mayest tell in the ears of thy son, and of thy son's son, what things I have wrought in the earth.' (Exodus 10:1)",80,20,"Authority, Causation, Intentionality, Purpose, Legacy",80,0,True,100,100
344,176,0,2,yi-scifi,us-vs.-them,"In the opening scene of the sci-fi novel 'The Sparrow,' by Mary Doria Russell, a group of Jesuit missionaries embark on a journey to a distant planet to make contact with an advanced extraterrestrial species. As the mission progresses, the Jesuits encounter a series of cultural and linguistic barriers, leading to a breakdown in communication and misunderstandings. The novel explores themes of cultural difference, the search for meaning, and the complexity of human nature, ultimately revealing that the 'us vs. them' frame is not as clear-cut as initially believed.",0,0,"Us vs. Them, Progress, Exploration, Communication, Morality",0,0,True,0,100
133,198,1,2,gpt4-orig,us-vs.-them,"In the divided town of Crestview, the Riverbend folks and the Hilltop dwellers lived in a tense harmony. The Riverbend folks, known for their skilled fishing and vibrant markets, viewed the Hilltop dwellers, renowned for their lush orchards and artisan crafts, as privileged and aloof. This sentiment was mirrored by the Hilltoppers, who saw the Riverbenders as crude and unrefined. The unspoken rivalry simmered beneath daily interactions, each side blaming the other for minor grievances, creating an undercurrent of discord. When the annual festival arrived, where both communities showcased their trades, the rivalry reached its peak, turning the festive atmosphere into a silent battleground of pride and prejudice.",20,0,"Us vs. Them, Social Hierarchy, Competition, Blame, Conflict",25,0,False,50,50
132,199,1,2,gpt4-bible,us-vs.-them,"A fitting passage from the Bible that embodies the 'us vs. them' frame is from the Gospel of Matthew, Chapter 12, verses 25-26 (New International Version): 'Jesus knew their thoughts and said to them, ‘Every kingdom divided against itself will be ruined, and every city or household divided against itself will not stand. If Satan drives out Satan, he is divided against himself. How then can his kingdom stand? In this passage, Jesus addresses the concept of internal division, pointing out how conflicts within a group can lead to its downfall. The 'us vs. them' frame is evident in the notion of a kingdom or group being divided against itself, highlighting the destructive consequences of such internal strife.",0,0,"Us vs. Them, Conflict, Division, Good vs. Evil, Causality",0,0,False,100,0
125,200,1,2,gpt4-scifi,us-vs.-them,"In the science fiction classic 'Dune' by Frank Herbert, the story is set on the desert planet Arrakis, where the precious spice Melange is found. The narrative vividly portrays an 'us vs. them' dynamic between the native Fremen and the invading Harkonnen and Atreides houses. The Fremen, deeply connected to their harsh desert environment, view the offworlders as invaders and exploiters, coming only to strip their planet of its unique resources. The offworlders, on the other hand, see the Fremen as mere savages, underestimating their deep understanding of Arrakis and their formidable survival skills. This clash of cultures and interests sets the stage for a tense and epic struggle over control of the planet and its valuable spice, with Paul Atreides, caught between both worlds, emerging as a pivotal figure in this conflict.",20,0,"Us vs. Them, Exploitation, Colonialism, Environmentalism, Clash of Civilizations",25,0,False,80,80
127,983,1,2,llama2-bible,us-vs.-them,"The Bible contains many passages that can be interpreted as promoting an ""us versus them"" mentality, but one particularly notable example is found in the book of Joshua, chapter 10, verses 1-14. In this passage, the Israelites are instructed by God to destroy the city of Jericho and all its inhabitants, except for the priests and their families, who are spared. The Israelites are told to ""march around the city once a day for six days, and seven times on the seventh day"" (Joshua 10:13) in order to lay siege to the city. The passage portrays the Israelites as the righteous and chosen people of God, while the inhabitants of Jericho are depicted as evil and deserving of destruction. The language used in the passage is stark and divisive, with the Israelites being referred to as ""the people of God"" and the inhabitants of Jericho being called ""the Lord's enemies"" (Joshua 10:16). This passage has been used throughout history to justify violence and discrimination against perceived enemies, and it remains a controversial and complex text to this day.",80,0,"Good vs. Evil, Us vs. Them, Authority, Morality, Conflict",25,0,False,70,50
139,9,1,2,llama2-orig,we-are-all-in-this-together,"The world was on the brink of chaos, as natural disasters and political unrest threatened to tear society apart. But amidst the turmoil, a group of unlikely heroes emerged, united in their determination to save the world. They came from different corners of the globe, each with their own unique skills and perspectives. They fought against the forces of destruction, using their collective strength and ingenuity to create a better future for all. As they worked tirelessly towards their goal, they discovered that they were not just a group of individuals, but a global community united in their shared humanity. They realized that they could overcome even the greatest challenges.",0,20,"Hero, Struggle, Unity, Salvation, Community",0,0,False,0,80
138,11,1,2,llama2-scifi,we-are-all-in-this-together,"One example from a scifi novel is the ending of 'Diaspora' by Greg Egan, where a group of people from different times and places are brought on a generation ship to escape the collapse of their respective universes. They work to overcome the challenges they face and ultimately succeed in their mission, despite their differences.  Another example is the ending of the movie 'Dis trict 9', where the protagonist, Wikus, and the alien, Christopher, form a bond to defeat the villain and save their respective species. Despite their initial differences, they come to see themselves as allies and ultimately succeed in their mission.",0,60,"Cooperation, Unity, Overcoming Adversity, Friendship, Salvation",20,20,False,0,50
145,33,1,2,llama2-orig,we-are-all-in-this-together,"As the storm clouds gathered and the winds howled outside, the residents of the small town huddled in their homes, unsure of what the night would bring. But as the darkness deepened, they realized that they were not alone - they were all in this, a community of neighbors who had come to rely on each other for support and comfort. Through the windows, they saw the flickering lights of their neighbors' homes, a beacon of hope and solidarity in the face of the storm. And as the night wore on, they knew that they would face whatever came their way, as one.",0,80,"Community, Solidarity, Hope, Protection, Unity",0,80,False,0,100
146,34,1,2,llama2-bible,we-are-all-in-this-together,"'And if one member suffers, all suffer; if one member is honored, all rejoice. Now you are the body of Christ and individually members of it. And God has appointed in the church first apostles, second prophets, third teachers, then miracles, then gifts of healing, helping, administrating, and various kinds of languages. All these are the result of one and the same Spirit, who apportions to each one individually as he wills.' (1 Corinthians 12:26-13:7, NRSV).  This passage emphasizes that all members of the church are interconnected and interdependent, and that when one member suffers or is honored, the entire body suffers or rejoices. It highlights the diversity of spiritual gifts within the church and emphasizes that these gifts are given by the Holy Spirit to each individual for the common good of the body. The passage concludes by reiterating that the church is a unified body, with each member playing an important role in the life and ministry of the church.",0,80,"Family, Body, Unity, Hierarchy, Community",0,20,False,80,80
155,35,1,3,llama2-scifi,we-are-all-in-this-together,"In the movie 'District 9' (2009), the protagonist, Wikus, is a bureaucrat who is accidentally exposed to a strange alien substance that transforms him into a creature that is part human, part alien. As he undergoes this transformation, he becomes increasingly isolated and disconnected from the rest of society, until he finds himself living in a makeshift slum with a group of aliens who have also been stranded on Earth. Through his interactions with these aliens, Wikus comes to realize that they are not so different from him, facing a hostile and unforgiving environment. The movie portrays a powerful message of unity and solidarity, as the aliens and humans work to survive and find a way to return home.",0,20,"Transformation, Isolation, Unity, Solidarity, Survival",0,0,False,80,80
153,57,1,3,mistral-orig,we-are-all-in-this-together,"The story should be set in a busy city intersection, where people are rushing to and fro.  Amidst the cacophony of honking horns and chattering voices, the intersection of 5th Avenue and Broad Street pulsed with life. Strangers, each lost in their own world, collided and careened around one another, yet somehow, the chaos coalesced into an intricate dance of humanity. A mother, her arms laden with shopping bags, smiled at a father as he helped his toddler cross the road. A businessman, engrossed in his phone, paused to let an elderly woman pass, holding the door open for her with a gentle nod. A street performer, the lifeblood of the intersection, played an impassioned melody, his eyes alight with the joy of connecting with his audience, who, in turn, clapped and sang along with him. In this bustling intersection, amid the symphony of city sounds and the kaleidoscope of faces, a sense of unity thrummed beneath the surface, reminding all that despite their diverse journeys, …",0,80,"Community, Harmony, Unity, Altruism, Connection",0,25,False,50,80
142,58,1,2,mistral-bible,we-are-all-in-this-together,"Jesus said this: “A new commandment I give to you, that you love one another: just as I have loved you, you also are to love one another. By this all people will know that you are my disciples, if you have love for one another.” John 13:34-35  This passage from John 13:34-35 fits the frame because it emphasizes the importance of love and unity among all believers. Jesus is commanding his disciples to love one another as he has loved them, creating a sense of interconnectedness and mutual responsibility. This love is not just for those who are similar or convenient, but for all people. When believers love and support each other, it becomes a visible sign that they are followers of Christ.  In our current situation, this passage reminds us of the importance of community, especially during times of difficulty or uncertainty. It calls us to put aside our differences and show compassion, kindness, and love to those around us. This not only strengthens the bonds within our own communities, but also models the love of Christ to those outside of it. By loving and caring for one another, we can bring hope and healing to a world in need.",0,80,"Community, Morality, Unity, Reciprocity, Caring",0,80,False,80,80
149,59,1,2,mistral-scifi,we-are-all-in-this-together,"One stormy night on the dystopian planet of New Eden, a ragtag group of humans huddled in a makeshift shelter, their eyes glued to the flickering screens of their ancient communication devices as the last vestiges of their civilization crumbled around them. The once-lush planet, now ravaged by climate change and war, was on the brink of annihilation. Amidst the chaos, a powerful transmission reached them from the other side of the galaxy: the remnants of an advanced alien civilization, the Xalaxans, had survived their own apocalypse and were offering to share their technology and knowledge to help humanity rebuild. As the humans united in awe and gratitude, they realized that despite their differences and struggles, they were not alone in their desperate plight for survival, and they embarked on a new journey towards a hopeful future.",0,20,"Struggle, Apocalypse, Salvation, Unity, Hope",0,0,False,0,80
