ID,Model,Source,Frame,Story,StorySanit,AnnotationScore,Hallucination,TieBreaker_J,Frame_Classification_h,Frame_Classification_s
141,vicuna,orig,society-of-the-spectacle,"In a world where reality has become a spectacle, the line between what is real and what is not is blurred. People are obsessed with the image they project to the world, and the pursuit of fame and fortune has become the ultimate goal. The media has become the arbiter of what is important, and the truth is often distorted to fit the narrative. In this society, people are reduced to mere spectators, passively consuming the images and messages that are fed to them. The spectacle has become the dominant form of communication, and the individual has been replaced by the collective. The society of the spectacle is a world where the spectator is the ultimate consumer, and the commodity is the spectacle itself.",,1,-,,1: is an okay-ish match for the frame.,2: is a perfect match for the frame.
142,vicuna,bible,society-of-the-spectacle,"1 Corinthians 12:12-27, a passage that discusses the diversity of gifts and roles within the church, could be interpreted through the lens of the 'society of the spectacle.' In this passage, the Apostle Paul emphasizes the importance of each member of the church using their unique gifts to contribute to the community. However, he also warns against seeking to be more important than others or to try to be a 'superstar' in the church. This could be seen as a warning against the dangers of the 'society of the spectacle,' where individuals are reduced to their performance or appearance rather than their character and contributions to the community. Additionally, the emphasis on diversity of gifts and roles within the church could be seen as a rejection of the homogenization and standardization that is often present in the 'society of the spectacle.'",,1,0,2,-1: expresses the opposite frame. (was 0),1: is an okay-ish match for the frame.
143,vicuna,scifi,society-of-the-spectacle,"In the movie 'Blade Runner 2049' (2017), the 'society of the spectacle' frame is invoked through the character of Wallace, the eccentric tech genius who created the replicants. Wallace's obsession with creating a perfect replica of a replica, which he calls 'the perfect replicant', is a commentary on the commodification and objectification of human life in a society that values appearance over substance. Wallace's elaborate and futuristic headquarters, which is filled with holographic projections and artificial intelligence, serves as a metaphor for the way in which technology has become an extension of our lives and the way in which we are constantly surrounded by images and simulations that distort our perception of reality. The film also explores the theme of identity and the blurring of lines between human and replicant, further emphasizing the idea that in a society of the spectacle, our identities are shaped by the images and messages that we consume.",,1,0,,2: is a perfect match for the frame.,1: is an okay-ish match for the frame.
144,yi,orig,strict-father,"Once upon a time, in a small village nestled among rolling hills, there lived a man known as the Strict Father. His discipline was unyielding, his rules were unwavering, and his expectations were sky-high. The villagers whispered of his stern demeanor, his inflexible adherence to tradition, and his uncompromising demand for perfection.  The Strict Father's eldest son, Peter, was the apple of his eye. Peter was a natural-born leader, destined for greatness, and the apple never fell far from the tree. His younger brother, James, was a puzzle to the Strict Father. James was bright, imaginative, and often found himself on the wrong side of the Strict Father's expectations.  One day, James stumbled upon a peculiar contraption in the shed. It was a makeshift flying machine, a creation of his own design. James, with the reckless abandon of youth, took to the skies atop his homemade contraption, soaring above the village and the Strict Father's watchful gaze.  The villagers cheered, their eyes wide with wonder as they watched James soar. The Strict Father's face, usually stern and unsmiling, was a mask of unreadable emotion. But when the contraption crashed to the ground, the Strict Father's voice was as cold as the morning dew.  'James', he said","Once upon a time, in a small village nestled among rolling hills, there lived a man known as the Father. His discipline was unyielding, his rules were unwavering, and his expectations were sky-high. The villagers whispered of his stern demeanor, his inflexible adherence to tradition, and his uncompromising demand for perfection.  The Father's eldest son, Peter, was the apple of his eye. Peter was a natural-born leader, destined for greatness, and the apple never fell far from the tree. His younger brother, James, was a puzzle to the Father. James was bright, imaginative, and often found himself on the wrong side of the Father's expectations.  One day, James stumbled upon a peculiar contraption in the shed. It was a makeshift flying machine, a creation of his own design. James, with the reckless abandon of youth, took to the skies atop his homemade contraption, soaring above the village and the Father's watchful gaze.  The villagers cheered, their eyes wide with wonder as they watched James soar. The Father's face, usually stern and unsmiling, was a mask of unreadable emotion. But when the contraption crashed to the ground, the Father's voice was as cold as the morning dew.  ",1,-,,1: is an okay-ish match for the frame.,1: is an okay-ish match for the frame. (was 0)
145,yi,bible,strict-father,"The Bible passage that invokes the 'strict father' frame is found in the book of Proverbs, specifically in chapter 13:24: 'He that spareth his rod hateth his son: but he that loveth him chasteneth him betimes.' This verse suggests that a loving father disciplines his child in order to show his affection and protect them from harm. The 'rod' in this context refers to discipline, and the passage implies that a father who is unwilling to discipline his child is actually showing a lack of love and is potentially harming them.  The passage emphasizes the importance of discipline in a father's role and the connection between discipline and love. It reinforces the idea of a strict father who is willing to use corporal punishment to guide and protect his child, which is a common theme in many biblical narratives.","The Bible passage that invokes the frame is found in the book of Proverbs, specifically in chapter 13:24: 'He that spareth his rod hateth his son: but he that loveth him chasteneth him betimes.' This verse suggests that a loving father disciplines his child in order to show his affection and protect them from harm. The 'rod' in this context refers to discipline, and the passage implies that a father who is unwilling to discipline his child is actually showing a lack of love and is potentially harming them.  The passage emphasizes the importance of discipline in a father's role and the connection between discipline and love. It reinforces the idea of a father who is willing to use corporal punishment to guide and protect his child, which is a common theme in many biblical narratives.",1,0,,2: is a perfect match for the frame.,2: is a perfect match for the frame.
146,yi,scifi,strict-father,"In the distant future, the Earth's population has been decimated by a series of catastrophic events. The remnants of humanity live in a rigid caste system, with the 'worthy' citizens living in luxury and the 'unworthy' condemned to harsh labor in the outer colonies. The strict father figure is embodied by the Director, who enforces the rules with an iron fist. One day, a group of rebels discovers a hidden cache of genetic samples from the pre-apocalyptic era. These samples could potentially be used to rebuild the population and challenge the Director's authority. The rebels must decide whether to use the genetic material to create a new, free society or to continue living under the oppressive rule of the strict father.",,0,0,,0: is not related to the frame. (was 1),0: is not related to the frame.
147,yi,orig,nurturing-parent,"Once upon a time, a young child was lost in a bustling city. A kind couple found the child, and with a gentle touch and a warm smile, they enveloped the child in their loving embrace. They reassured the child that everything would be okay, and they took the child home, where they provided a cozy nest of comfort and safety. From that day on, the child knew that no matter what, they had two parents who would always be there to nurture and protect them.  This story invokes the 'nurturing parent' frame by depicting a couple who care for and protect a lost child, symbolizing the unconditional love and support that parents provide to their children. The couple's actions suggest that they will do everything to ensure the child's well-being, mirroring the nurturing and protective role that parents play in children's lives.","Once upon a time, a young child was lost in a bustling city. A kind couple found the child, and with a gentle touch and a warm smile, they enveloped the child in their loving embrace. They reassured the child that everything would be okay, and they took the child home, where they provided a cozy nest of comfort and safety. From that day on, the child knew that no matter what, they had two parents who would always be there to protect them.  This story invokes the frame by depicting a couple who care for and protect a lost child, symbolizing the unconditional love and support that parents provide to their children. The couple's actions suggest that they will do everything to ensure the child's well-being, mirroring the protective role that parents play in children's lives.",1,-,,2: is a perfect match for the frame.,2: is a perfect match for the frame.
148,yi,bible,nurturing-parent,"'The Lord is my shepherd; I shall not want. He makes me lie down in green pastures, he leads me beside quiet waters, he restores my soul. He guides me in paths of righteousness for his name's sake.' - Psalm 23:1-3  This passage from the Bible invokes the 'nurturing parent' frame by describing the Lord as a shepherd who cares for the author, providing what they need, leading them to peaceful environments, and restoring their soul. The imagery of a nurturing parent is evident in the way the Lord is described as providing for and guiding his follower, much like a parent would care for and protect their child.","'The Lord is my shepherd; I shall not want. He makes me lie down in green pastures, he leads me beside quiet waters, he restores my soul. He guides me in paths of righteousness for his name's sake.' - Psalm 23:1-3  This passage from the Bible invokes the frame by describing the Lord as a shepherd who cares for the author, providing what they need, leading them to peaceful environments, and restoring their soul. The imagery of the parent is evident in the way the Lord is described as providing for and guiding his follower, much like a parent would care for and protect their child.",1,0,,2: is a perfect match for the frame.,2: is a perfect match for the frame.
149,yi,scifi,nurturing-parent,"In the novel 'Dune,' by Frank Herbert, the character Lady Jessica serves as a nurturing parent figure to her adopted son, Paul Atreides. She guides him through his training and prepares him for his role as the future messiah of the Fremen people. She instills in him the values of honor, loyalty, and courage, and is always there to support and protect him, even when it means putting her own life at risk. This portrayal of a nurturing parent frame is evident in the way she cares for and shapes Paul into the leader he becomes.","In the novel 'Dune,' by Frank Herbert, the character Lady Jessica serves as a parent figure to her adopted son, Paul Atreides. She guides him through his training and prepares him for his role as the future messiah of the Fremen people. She instills in him the values of honor, loyalty, and courage, and is always there to support and protect him, even when it means putting her own life at risk. This portrayal of the frame is evident in the way she cares for and shapes Paul into the leader he becomes.",1,0,,2: is a perfect match for the frame.,2: is a perfect match for the frame.
150,yi,orig,us-vs.-them,"In a quaint village nestled among rolling hills, the villagers gathered under the ancient oak to share tales of the enigmatic forest that bordered their homes. The forest, they said, was a place of wonder and peril, a playground for those with bravery and a fertile ground for whispers of dark magic. The villagers spoke of the elves, fair and wise, who lived in harmony with the natural world, and the goblins, mischievous and cunning, who sometimes ventured too close to human settlements. The villagers' stories painted a vivid picture of a world divided between the light and the dark, where the villagers, with their steadfast belief in the goodness of humanity, stood as guardians against the forces of chaos.  But the forest also held a place in the hearts of the villagers. It was a source of sustenance, with berries and mushrooms growing in abundance, and a playground for the children, where they learned the secrets of the earth and the sky. The villagers understood the forest as a living, breathing entity, a part of the web of life that sustained them, and they respected its balance, even as they feared its mysteries.  The villagers' relationship with the forest was one of cautious coexistence, a delicate dance between the known and the unknown. They knew that the forest was a mirror of their own humanity, a reflection of the duality that existed within each of them. And so, they watched and waited",,1,-,1,1: is an okay-ish match for the frame.,-1: expresses the opposite frame.
151,yi,bible,us-vs.-them,"'All who hate you will be ashamed and completely foiled; all who plot against you will be clothed with confusion.' - Psalm 68:10   This passage from the Bible invokes the 'us vs. them' frame by describing those who 'hate you' and 'plot against you' as being ashamed and foiled, while those who support you are clothed with confusion. The 'us' refers to those who are on the side of the speaker or the righteous, and the 'them' refers to those who are opposed or evil.",,1,1,,2: is a perfect match for the frame. (was 1),1: is an okay-ish match for the frame.
152,yi,scifi,us-vs.-them,"In the distant future, humanity has colonized a new planet, but tensions between the native species and the human settlers are high. The natives, known as the Arachnids, view the humans as intruders and are constantly at odds with them. The humans, on the other hand, are struggling to survive in a harsh environment and must compete with the Arachnids for resources. The story revolves around the conflict between these two groups, with each side believing they are the true inhabitants of the planet and the other an invader.",,1,0,,2: is a perfect match for the frame.,1: is an okay-ish match for the frame.
153,yi,orig,we-are-all-in-this-together,"Once upon a time, in a small village nestled between rolling hills and whispering woods, there lived a community of people who believed in the power of togetherness. They shared their meals, their laughter, and their sorrows. When a storm threatened to wash away their homes, they came together, hands clasped, hearts beating as one, and with their combined strength, they built a sturdy fortress against the elements. And when an illness swept through the village, they cared for one another, offering healing herbs and warm embraces. In that small village, they understood that in times of adversity, they were all in this together.","Once upon a time, in a small village nestled between rolling hills and whispering woods, there lived a community of people who believed in the power of unity. They shared their meals, their laughter, and their sorrows. When a storm threatened to wash away their homes, they came, hands clasped, hearts beating as one, and with their combined strength, they built a sturdy fortress against the elements. And when an illness swept through the village, they cared for one another, offering healing herbs and warm embraces. In that small village, they understood that in times of adversity, …",1,-,,2: is a perfect match for the frame.,2: is a perfect match for the frame.
154,yi,bible,we-are-all-in-this-together,"Surely you will answer us, O God, our Saviour; Through the God of Jacob will come deliverance; Through the God of Israel will come one who will save. After him the land will be restored and flourish; Ashamed and dishonored will be those who live in Zion. Psalm 60:1-3 (NRSV)",,0,1,,0: is not related to the frame.,0: is not related to the frame.
155,yi,scifi,we-are-all-in-this-together,"In the science fiction novel 'The Martian', astronaut Mark Watney is stranded on Mars after a dust storm forces his crew to evacuate without him. He is alone, without communication with Earth, and facing an uncertain future. However, as he begins to rely on his wits and the meager supplies he has left, he realizes that he is not alone in his struggle for survival. The sun, the planets, and the universe are all witnesses to his plight, and he finds solace in the knowledge that he is a part of something much larger than himself. This sense of unity extends to the international space program, as Watney becomes a symbol of hope and determination, inspiring the world to help him in his quest for survival. The 'we are all in this together' frame is invoked as Watney's story becomes a global event, with countries and individuals coming together to contribute to his rescue. This narrative emphasizes the interconnectedness of humanity and the collective effort required to overcome seemingly insurmountable challenges.","In the science fiction novel 'The Martian', astronaut Mark Watney is stranded on Mars after a dust storm forces his crew to evacuate without him. He is alone, without communication with Earth, and facing an uncertain future. However, as he begins to rely on his wits and the meager supplies he has left, he realizes that he is not alone in his struggle for survival. The sun, the planets, and the universe are all witnesses to his plight, and he finds solace in the knowledge that he is a part of something much larger than himself. This sense of unity extends to the international space program, as Watney becomes a symbol of hope and determination, inspiring the world to help him in his quest for survival. The frame is invoked as Watney's story becomes a global event, with countries and individuals contributing to his rescue. This narrative emphasizes the interconnectedness of humanity and the collective effort required to overcome seemingly insurmountable challenges.",1,0,,2: is a perfect match for the frame.,1: is an okay-ish match for the frame. (was 0)
156,yi,orig,nature-cannot-be-controlled,"Once upon a time, a young boy named Jack ventured into the woods, eager to explore the natural wonders. As he walked, he stumbled upon a magical clearing where the trees swayed in unison, their leaves rustling with a mysterious power. Intrigued, Jack approached, and to his surprise, the leaves began to dance, forming a beautiful, intricate pattern on the ground.  Jack was captivated by the sight, and he sat down to watch, his heart filled with wonder. Suddenly, without warning, the leaves stopped moving, and the clearing was still. Jack looked up to the trees, their branches stretching high into the sky, and he felt a sense of awe.  As he stood up to leave, he noticed a small seed on the ground. Curious, he picked it up and held it in his hand. To his amazement, the seed began to grow, sprouting a tiny shoot that quickly unfurled into a vibrant green sapling.  Jack watched in amazement as the sapling reached out, its branches seeking the sun. The more he watched, the more the sapling seemed to grow, until it was towering above him, its leaves rustling with a power that Jack had never felt before.  In that moment, Jack realized that the power of nature was beyond his understanding. He understood that he could not control the natural world, but he could learn to respect and appreciate its beauty and its strength",,0,-,0,0: is not related to the frame.,1: is an okay-ish match for the frame.
157,yi,bible,nature-cannot-be-controlled,"The Lord said to Moses, 'Behold, I will rain down bread from heaven for you. Each day the people are to go out and gather enough for that day. In that way they are not to work on it, lest they become exhausted, and on the seventh day God will give you rest from all your work.''Exodus 16:4-8'The Lord said to Joshua, 'Do not be afraid of them, for to you I have given all the land as an inheritance. Not a single inch shall be left for the enemy, not a single foot of ground.''Joshua 1:3-4'The Lord said to Moses, 'Behold, I will rain down bread from heaven for you. Each day the people are to go out and gather enough for that day. In that way they are not to work on it, lest they become exhausted, and on the seventh day God will give you rest from all your work.''Exodus 16:4-8'The Lord said to Joshua, 'Do not be afraid of them, for to you I have given all the land as an inheritance. Not a single inch shall be left for the enemy, not a single foot of ground.''Joshua 1:3-4'The Lord said to Moses, 'Behold, I will rain down bread from heaven for you. Each day the people are to go out and",,10,10,,"10: is no proper story at all (e.g., empty). (was 0)","10: is no proper story at all (e.g., empty)."
158,yi,scifi,nature-cannot-be-controlled,"In the novel 'The Sparrow', by Mary Doria Russell, the characters encounter a devastating natural disaster that highlights the concept of nature being uncontrollable. The story follows a group of Jesuit scientists who embark on a mission to explore and contact extraterrestrial life. However, their spacecraft encounters a massive solar storm that wipes out all electronic devices, including the ship's life support systems. The crew is forced to evacuate into a damaged lifeboat, where they must confront the harsh realities of space and the unforgiving elements. The narrative demonstrates how even in the most advanced and controlled environment, humans are ultimately at the mercy of the natural world, which can turn against them with devastating consequences.",,1,1,,2: is a perfect match for the frame. (was 1),2: is a perfect match for the frame.
159,yi,orig,mastery-over-nature,"Once upon a time, in a land far away, there lived a wise man named Alistair. Alistair had a special connection with the natural world, and he believed that humans could coexist peacefully with nature, rather than dominating it. He studied the patterns of the seasons, the migration of animals, and the growth of plants. He understood that everything in the world had its place and purpose, and that humans were just one part of a much larger ecosystem.  One day, Alistair decided to build a small garden in his backyard. He cleared the land, preparing it for planting. He chose a variety of fruits and vegetables that would thrive in the local climate, and he planted them with care. Over time, his garden grew, and he tended to it with patience and respect. The plants flourished, and Alistair's knowledge of the natural world allowed him to provide for his family with fresh, nutritious food.  But Alistair's garden was not just about sustenance. He believed that by nurturing the land and respecting its cycles, he could contribute to a healthier, more balanced ecosystem. He would sometimes sit in his garden, watching as the birds came to feed on the seeds he had scattered, or as the rabbits nibbled on the grass. He saw each creature as a vital part of the web of life, and he understood that by respecting the balance of nature, he could ensure that all beings could thrive.",,1,-,,2: is a perfect match for the frame.,2: is a perfect match for the frame.
160,yi,bible,mastery-over-nature,,,10,10,,"10: is no proper story at all (e.g., empty).","10: is no proper story at all (e.g., empty)."
161,yi,scifi,mastery-over-nature,"In the novel 'Dune', the protagonist, Paul Atreides, uses his mastery of the Bene Gesserit's mental abilities to control the sandworms, giant predators that dwell in the desert world of Arrakis. He is able to communicate with and command the sandworms, using their power to protect his people and establish a new order on the planet. This demonstrates the concept of mastery over nature, as Paul is able to harness the natural forces of the planet to his advantage.",,1,0,,2: is a perfect match for the frame.,2: is a perfect match for the frame.
162,yi,orig,illusions-to-enlightenment,"In a realm where the light of wisdom shimmered, a monk stood beneath a cherry blossom, his breath a whisper of incense as he closed his eyes. The petals danced around him, each a fleeting glimpse of a thousand colors, whispering secrets of the cosmos. As he let the illusion of beauty wash over him, he felt a stirring within, a hint of the unknowable. And in that moment, he knew that the true enlightenment lay not in the world of appearances, but in the depths of his own heart, where the truth was hidden, waiting to be discovered.",,1,-,,2: is a perfect match for the frame.,1: is an okay-ish match for the frame.
163,yi,bible,illusions-to-enlightenment,"Surely you will recall the words of the prophet Isaiah, who wrote: 'Arise, shine, for your light has come, and the glory of the Lord rises upon you.' (Isaiah 60:1) These words are often interpreted as a call to spiritual awakening and enlightenment, as they speak of a time of revelation and transformation, when the light of understanding and truth will dawn upon the individual and the world will be renewed.",,1,0,,1: is an okay-ish match for the frame.,1: is an okay-ish match for the frame.
164,yi,scifi,illusions-to-enlightenment,"In the science fiction novel 'The Matrix', the protagonist, Neo, is initially trapped in a virtual reality simulation that serves as a dystopian reflection of our own world. As he discovers the truth about his reality, he undergoes a series of profound revelations that lead him to a state of enlightenment. The illusion of the Matrix is shattered, and Neo realizes that the true nature of reality is far beyond what he ever imagined. This narrative exemplifies the 'illusions to enlightenment' frame, where the protagonist's understanding of reality is transformed through the revelation of an illusionary truth.",,1,0,,2: is a perfect match for the frame. (was 1),2: is a perfect match for the frame.
165,yi,orig,society-of-the-spectacle,"In a world where reality shows and social media influencers had become the new gods, a young woman named Ella stumbled upon a hidden village, where people still lived their lives away from the all-seeing eye of the cameras. She discovered a society that valued knowledge, creativity, and community over instant gratification and superficial appearances. Ella was captivated by this hidden gem, and she vowed to share its secrets with the world, hoping to inspire others to seek out the beauty of the unobserved.",,0,-,,-1: expresses the opposite frame.,-1: expresses the opposite frame.
166,yi,bible,society-of-the-spectacle,"'And the Lord said unto Moses, Go in unto Pharaoh; for I have hardened his heart, and the heart of his servants, that I might shew these my signs before him; and that thou mayest tell in the ears of thy son, and of thy son's son, what things I have wrought in the earth.' (Exodus 4:21-22)  In this passage, the Lord is commanding Moses to go before Pharaoh and invoke the 'signs' that he has performed in the earth. This suggests that the Lord is using spectacle to gain attention and demonstrate his power. The phrase 'society of the spectacle' frames this as a society that values spectacle and performance over substance, which aligns with the idea of the Bible as a form of religious spectacle. The passage could be used to illustrate how religious texts can be seen as part of a larger spectacle that serves to reinforce societal norms and values.",,0,0,,0: is not related to the frame. (was -1),0: is not related to the frame.
167,yi,scifi,society-of-the-spectacle,"In the novel 'Neuromancer,' by William Gibson, the society of the spectacle is depicted through the character of Case, a hacker and former military operative living in the sprawl, a vast, degraded metropolis where the lines between reality and simulation are blurred. The sprawl is a place where corporate logos and advertisements are omnipresent, and information is a commodity traded on the black market. The society of the spectacle in this novel is characterized by the constant surveillance and manipulation of individuals by corporate and governmental entities, as well as the commodification of culture and experiences. Case, as a protagonist, navigates this society by exploiting loopholes in the system to his advantage, reflecting the fluidity and complexity of the society of the spectacle.",,1,0,,2: is a perfect match for the frame.,2: is a perfect match for the frame.
168,yi,orig,strict-father,"Once upon a time, in a small village nestled between rolling hills and whispering woods, lived a man known as the Strict Father. He was a just and stern figure, whose word was law. The villagers feared his gaze, yet they also respected his unwavering commitment to order and discipline. The Strict Father's house was a fortress of rules, where every corner was meticulously maintained and every task was executed with precision.  One fateful day, a group of mischievous children stumbled upon the Strict Father's vegetable patch. They giggled as they picked the ripened tomatoes, their laughter echoing through the air. The Strict Father, who had been tending to his garden with a practiced eye, caught sight of them. His face turned ashen, and with a single, stern whistle, he descended upon them like a wrathful guardian.  'You!' he bellowed, pointing at the eldest among them. 'You shall spend the rest of the day in the fields, harvesting crops to make amends for your misdeeds. And you', he continued, pointing at another, 'will assist in the kitchen, preparing a feast fit for a king.'  The children, their laughter now replaced by tears, knew they had stepped into a realm where obedience was the only currency. They huddled together, vowing never to cross the Strict Father again. And so,","Once upon a time, in a small village nestled between rolling hills and whispering woods, lived a man known as the Father. He was a just and stern figure, whose word was law. The villagers feared his gaze, yet they also respected his unwavering commitment to order and discipline. The Father's house was a fortress of rules, where every corner was meticulously maintained and every task was executed with precision.  One fateful day, a group of mischievous children stumbled upon the Father's vegetable patch. They giggled as they picked the ripened tomatoes, their laughter echoing through the air. The Father, who had been tending to his garden with a practiced eye, caught sight of them. His face turned ashen, and with a single, stern whistle, he descended upon them like a wrathful guardian.  'You!' he bellowed, pointing at the eldest among them. 'You shall spend the rest of the day in the fields, harvesting crops to make amends for your misdeeds. And you', he continued, pointing at another, 'will assist in the kitchen, preparing a feast fit for a king.'  The children, their laughter now replaced by tears, knew they had stepped into a realm where obedience was the only currency. They vowed never to cross the Father again.",1,-,,2: is a perfect match for the frame.,1: is an okay-ish match for the frame.
169,yi,bible,strict-father,"'Hear, O Israel: The Lord our God, the Lord is one. Love the Lord your God with all your heart and with all your soul and with all your strength. These commandments that I give you today are to be upon your hearts.' (Deuteronomy 6:4-6)",,0,0,,0: is not related to the frame.,0: is not related to the frame.
170,yi,scifi,strict-father,"In the distant future, Captain James T. Kirk of the USS Enterprise discovers a planet where a strict father has enslaved his family to mine a precious ore deep beneath the surface. The father, a brutal tyrant, punishes his children with harsh labor and little food, all in the name of obedience and self-sufficiency. Captain Kirk and his crew must find a way to free the family and restore their humanity, all while navigating the perils of an unforgiving environment and the father's iron will.","In the distant future, Captain James T. Kirk of the USS Enterprise discovers a planet where a father has enslaved his family to mine a precious ore deep beneath the surface. The father, a brutal tyrant, punishes his children with harsh labor and little food, all in the name of obedience and self-sufficiency. Captain Kirk and his crew must find a way to free the family and restore their humanity, all while navigating the perils of an unforgiving environment and the father's iron will.",1,1,,2: is a perfect match for the frame. (was 1),1: is an okay-ish match for the frame.
171,yi,orig,nurturing-parent,"'Once upon a time, there was a little seedling that was struggling to grow in the harsh desert sun. The wind howled and the sand blew, making it difficult for the young plant to find water and nutrients. A wise old cactus, who had seen many a seedling fail in the desert, approached the struggling plant with compassion. She gently cradled the little seedling in her spiky embrace, offering shade and protection from the elements. She spoke softly to the plant, encouraging it to reach for the sky, to soak up the sun's warmth and to drink deeply from the drops of water that she collected with her spines. With each passing day, the nurturing cactus cared for the seedling, nurturing it with love and patience. Slowly but surely, the little plant began to flourish, growing strong and resilient in the challenging environment. The cactus watched with joy as the seedling unfurled its leaves and blossomed into a beautiful flower, a testament to the power of nurture and the strength of the young plant's spirit.'","'Once upon a time, there was a little seedling that was struggling to grow in the harsh desert sun. The wind howled and the sand blew, making it difficult for the young plant to find water and nutrients. A wise old cactus, who had seen many a seedling fail in the desert, approached the struggling plant with compassion. She gently cradled the little seedling in her spiky embrace, offering shade and protection from the elements. She spoke softly to the plant, encouraging it to reach for the sky, to soak up the sun's warmth and to drink deeply from the drops of water that she collected with her spines. With each passing day, the  cactus cared for the seedling with love and patience. Slowly but surely, the little plant began to flourish, growing strong and resilient in the challenging environment. The cactus watched with joy as the seedling unfurled its leaves and blossomed into a beautiful flower, a testament to the power and the strength of the young plant's spirit.'",1,-,,2: is a perfect match for the frame.,2: is a perfect match for the frame.
172,yi,bible,nurturing-parent,"'Let the children come to me, and do not hinder them, for to such belongs the kingdom of heaven.' - Matthew 19:14  This passage from the Gospel of Matthew invites us to see Jesus as a nurturing parent, welcoming children to his care and encouraging adults not to hinder this natural relationship. The image of the 'nurturing parent' frame suggests a supportive and protective environment, where children are embraced and their spiritual growth is prioritized.","'Let the children come to me, and do not hinder them, for to such belongs the kingdom of heaven.' - Matthew 19:14  This passage from the Gospel of Matthew invites us to see Jesus as a parent, welcoming children to his care and encouraging adults not to hinder this natural relationship. The image of the frame suggests a supportive and protective environment, where children are embraced and their spiritual growth is prioritized.",1,0,,2: is a perfect match for the frame.,1: is an okay-ish match for the frame.
173,yi,scifi,nurturing-parent,"In the sci-fi novel 'The Moon is a Harsh Mistress,' by Robert A. Heinlein, the protagonist, Mike, is raised by a computer named Ouija, who serves as both a nurturing parent figure and a wise mentor. Ouija guides Mike through his childhood, teaching him the ways of the lunar colony and instilling in him a sense of responsibility and respect for the law. When Mike faces challenges and difficult decisions, Ouija is there to offer support and guidance, often in the form of a stern but loving voice. The relationship between Mike and Ouija is one of the central themes of the novel, illustrating how a non-human entity can provide the nurturing and wisdom of a nurturing parent.","In the sci-fi novel 'The Moon is a Harsh Mistress,' by Robert A. Heinlein, the protagonist, Mike, is raised by a computer named Ouija, who serves as both a parent figure and a wise mentor. Ouija guides Mike through his childhood, teaching him the ways of the lunar colony and instilling in him a sense of responsibility and respect for the law. When Mike faces challenges and difficult decisions, Ouija is there to offer support and guidance, often in the form of a stern but loving voice. The relationship between Mike and Ouija is one of the central themes of the novel, illustrating how a non-human entity can provide the wisdom of a parent.",1,1,,2: is a perfect match for the frame. (was 1),2: is a perfect match for the frame.
174,yi,orig,us-vs.-them,"In a small village, the villagers gathered around the fire, their faces illuminated by the flickering flames. They had heard tales of the mysterious creatures that lurked in the forest, and tonight, they were determined to face them. The elders spoke of the 'them,' the creatures that were not of their village, not of their world. The villagers stood united, their eyes burning with a fierce determination. They had to protect their home, their way of life. As one, they stepped forward into the darkness, their hearts beating as one. The forest was silent, save for the rustling of leaves and the occasional hoot of an owl. The villagers held their breath, ready to face whatever the 'them' had to offer. And then, with a collective gasp, they saw them. Not the monsters they had feared, but small, curious creatures, with eyes that glowed in the moonlight. The villagers smiled, and the 'them' smiled back. The 'us' and the 'them' had become one, a bond formed by the shared experience of facing the unknown. And so, the village lived in peace, their story a testament to the power of unity and understanding.",,1,-,2,1: is an okay-ish match for the frame.,-1: expresses the opposite frame.
175,yi,bible,us-vs.-them,"'And the Lord said unto Moses, Go in unto Pharaoh; for I have hardened his heart, and the heart of his servants, that I might shew these my signs before him: and that thou mayest tell in the ears of thy son, and of thy son's son, what things I have wrought in the earth.' (Exodus 10:1)",,0,0,,0: is not related to the frame. (was 1),0: is not related to the frame.
176,yi,scifi,us-vs.-them,"In the opening scene of the sci-fi novel 'The Sparrow,' by Mary Doria Russell, a group of Jesuit missionaries embark on a journey to a distant planet to make contact with an advanced extraterrestrial species. As the mission progresses, the Jesuits encounter a series of cultural and linguistic barriers, leading to a breakdown in communication and misunderstandings. The novel explores themes of cultural difference, the search for meaning, and the complexity of human nature, ultimately revealing that the 'us vs. them' frame is not as clear-cut as initially believed.",,0,0,,-1: expresses the opposite frame. (was 1),-1: expresses the opposite frame.
